application_id,customer_id,broker_id,brand,application_channel,submitted_date,loan_amount,property_value,lvr,interest_rate,approved,lvr_bin,rate_bin,month
190,5792,59,Lendi,Broker,2022-02-09,210270.0,300315.0,0.7001648269317217,4.62,0,"(0.7, 0.75]","(4.5, 5.0]",2
191,9926,184,Mortgage Choice,Online,2024-03-27,423798.0,565743.0,0.749099856295173,4.35,1,"(0.7, 0.75]","(4.0, 4.5]",3
192,5536,490,Smartline,Broker,2019-04-13,452495.0,525709.0,0.8607328388899562,4.36,1,"(0.85, 0.9]","(4.0, 4.5]",4
193,4932,180,Lendi,Online,2023-09-11,171282.0,262333.0,0.6529182375072904,4.08,1,"(0.65, 0.7]","(4.0, 4.5]",9
194,3511,322,Mortgage Choice,Broker,2019-11-26,263583.0,335864.0,0.7847908677321773,4.89,1,"(0.75, 0.8]","(4.5, 5.0]",11
195,203,324,Aussie,Online,2023-12-18,415082.0,584164.0,0.7105573092487726,4.71,1,"(0.7, 0.75]","(4.5, 5.0]",12
196,4219,12,Smartline,Online,2017-11-10,243238.0,289889.0,0.839072886518633,5.35,1,"(0.8, 0.85]","(5.0, 5.5]",11
197,8959,459,Lendi,Broker,2023-12-13,313078.0,401092.0,0.7805640601158836,4.7,1,"(0.75, 0.8]","(4.5, 5.0]",12
198,4390,68,Mortgage Choice,Broker,2020-07-23,345536.0,412075.0,0.8385269671783049,5.01,1,"(0.8, 0.85]","(5.0, 5.5]",7
199,2328,427,Aussie,Online,2017-08-21,389676.0,454949.0,0.8565267755286856,5.23,1,"(0.85, 0.9]","(5.0, 5.5]",8
200,8005,329,Aussie,Online,2021-06-28,197900.0,226524.0,0.8736381134007876,4.37,1,"(0.85, 0.9]","(4.0, 4.5]",6
201,2932,202,Lendi,Online,2019-10-27,156103.0,173698.0,0.8987034968738845,4.57,1,"(0.85, 0.9]","(4.5, 5.0]",10
202,7778,475,Loan Market,Online,2024-06-04,339589.0,432234.0,0.7856600822702517,5.15,1,"(0.75, 0.8]","(5.0, 5.5]",6
203,198,6,Lendi,Online,2017-09-01,416296.0,526117.0,0.7912612593776669,4.38,1,"(0.75, 0.8]","(4.0, 4.5]",9
204,7126,15,Lendi,Broker,2023-04-08,437516.0,681305.0,0.6421734759028629,4.13,0,"(0.6, 0.65]","(4.0, 4.5]",4
205,1931,42,Aussie,Broker,2024-02-19,174494.0,276305.0,0.6315267548542371,4.66,1,"(0.6, 0.65]","(4.5, 5.0]",2
206,6288,31,Loan Market,Broker,2022-10-24,367915.0,492994.0,0.7462869730666093,4.1,1,"(0.7, 0.75]","(4.0, 4.5]",10
207,8801,470,Smartline,Online,2023-05-20,477196.0,590511.0,0.8081068769252393,4.36,1,"(0.8, 0.85]","(4.0, 4.5]",5
208,9340,181,Aussie,Broker,2021-04-08,384801.0,570532.0,0.6744599777050192,4.45,1,"(0.65, 0.7]","(4.0, 4.5]",4
209,4283,262,Smartline,Broker,2017-03-28,349909.0,501196.0,0.6981480299124494,4.25,0,"(0.65, 0.7]","(4.0, 4.5]",3
210,2512,289,Aussie,Online,2019-05-31,97405.0,120248.0,0.8100342625241168,4.14,0,"(0.8, 0.85]","(4.0, 4.5]",5
211,9987,413,Smartline,Broker,2020-03-18,508739.0,766753.0,0.6634978930633464,4.42,1,"(0.65, 0.7]","(4.0, 4.5]",3
212,660,21,Loan Market,Online,2017-06-09,143916.0,190261.0,0.7564135582173961,4.86,1,"(0.75, 0.8]","(4.5, 5.0]",6
213,2812,380,Aussie,Online,2023-10-30,199472.0,261917.0,0.7615847768567905,4.24,1,"(0.75, 0.8]","(4.0, 4.5]",10
214,7099,182,Lendi,Online,2022-10-31,300749.0,343680.0,0.8750843808193669,4.84,1,"(0.85, 0.9]","(4.5, 5.0]",10
215,6547,184,Mortgage Choice,Broker,2023-02-08,384601.0,533662.0,0.7206827542526918,5.07,1,"(0.7, 0.75]","(5.0, 5.5]",2
216,9562,244,Aussie,Online,2024-12-27,190314.0,286979.0,0.6631635067374267,4.63,1,"(0.65, 0.7]","(4.5, 5.0]",12
217,1987,350,Loan Market,Broker,2021-03-30,217855.0,334048.0,0.6521667544783983,4.03,1,"(0.65, 0.7]","(4.0, 4.5]",3
218,8339,149,Lendi,Broker,2018-04-23,133986.0,194762.0,0.687947340857046,4.96,1,"(0.65, 0.7]","(4.5, 5.0]",4
219,2912,256,Loan Market,Broker,2023-02-09,115155.0,168435.0,0.6836761955650548,4.69,0,"(0.65, 0.7]","(4.5, 5.0]",2
220,1735,100,Lendi,Online,2021-04-29,487827.0,591263.0,0.8250592375981585,4.69,1,"(0.8, 0.85]","(4.5, 5.0]",4
221,1844,55,Loan Market,Broker,2023-01-31,277991.0,357261.0,0.7781173987644887,4.96,0,"(0.75, 0.8]","(4.5, 5.0]",1
222,8681,186,Loan Market,Broker,2022-08-24,188771.0,234577.0,0.8047293639188838,4.48,0,"(0.8, 0.85]","(4.0, 4.5]",8
223,2977,320,Aussie,Broker,2022-05-15,423268.0,536401.0,0.7890887600880684,4.71,1,"(0.75, 0.8]","(4.5, 5.0]",5
224,1960,86,Aussie,Broker,2022-10-22,253607.0,340698.0,0.7443747835326301,4.49,1,"(0.7, 0.75]","(4.0, 4.5]",10
225,5760,174,Lendi,Online,2024-01-06,389557.0,443443.0,0.8784826911237746,5.38,1,"(0.85, 0.9]","(5.0, 5.5]",1
226,6695,468,Mortgage Choice,Online,2021-10-12,174689.0,206677.0,0.8452270934840355,4.43,1,"(0.8, 0.85]","(4.0, 4.5]",10
227,2386,22,Lendi,Broker,2018-08-25,274651.0,414101.0,0.6632464060700167,4.67,0,"(0.65, 0.7]","(4.5, 5.0]",8
228,4737,244,Aussie,Broker,2023-07-19,157955.0,217240.0,0.7270990609464187,4.53,0,"(0.7, 0.75]","(4.5, 5.0]",7
229,1803,60,Aussie,Online,2020-11-20,225764.0,328925.0,0.6863692331078514,4.21,1,"(0.65, 0.7]","(4.0, 4.5]",11
230,8156,104,Loan Market,Online,2022-04-03,188071.0,228323.0,0.8237058903395628,4.37,1,"(0.8, 0.85]","(4.0, 4.5]",4
231,8121,139,Aussie,Online,2017-11-29,220626.0,313685.0,0.7033361493217718,4.95,0,"(0.7, 0.75]","(4.5, 5.0]",11
232,6617,303,Loan Market,Broker,2017-12-21,607578.0,767082.0,0.792063951441958,5.0,1,"(0.75, 0.8]","(4.5, 5.0]",12
233,5535,159,Lendi,Online,2019-04-27,194159.0,282346.0,0.6876633633910167,3.84,1,"(0.65, 0.7]","(3.5, 4.0]",4
234,4062,499,Smartline,Online,2017-06-12,414382.0,636048.0,0.6514948557341584,4.68,1,"(0.65, 0.7]","(4.5, 5.0]",6
235,263,232,Loan Market,Broker,2017-04-26,163578.0,271383.0,0.6027569891997656,3.76,1,"(0.6, 0.65]","(3.5, 4.0]",4
236,6288,77,Mortgage Choice,Broker,2020-01-08,483016.0,537648.0,0.898387048775407,5.13,1,"(0.85, 0.9]","(5.0, 5.5]",1
237,8816,18,Loan Market,Broker,2021-01-10,557140.0,836731.0,0.6658531834006389,3.48,1,"(0.65, 0.7]","(3.0, 3.5]",1
238,9209,22,Lendi,Broker,2022-03-22,245641.0,289100.0,0.8496748529920443,3.93,1,"(0.8, 0.85]","(3.5, 4.0]",3
239,2050,184,Mortgage Choice,Broker,2019-11-13,332855.0,393155.0,0.8466253767598021,5.02,1,"(0.8, 0.85]","(5.0, 5.5]",11
240,5424,145,Aussie,Broker,2024-10-09,165101.0,246130.0,0.6707877950676472,5.12,1,"(0.65, 0.7]","(5.0, 5.5]",10
241,4549,38,Lendi,Online,2018-06-27,224429.0,309690.0,0.7246892053343666,5.16,1,"(0.7, 0.75]","(5.0, 5.5]",6
242,3109,281,Smartline,Broker,2018-02-18,625742.0,735446.0,0.8508333718587089,4.78,1,"(0.85, 0.9]","(4.5, 5.0]",2
243,7159,288,Loan Market,Online,2018-11-13,144087.0,178559.0,0.8069433632580828,5.12,0,"(0.8, 0.85]","(5.0, 5.5]",11
244,7401,143,Aussie,Online,2018-10-04,404692.0,569216.0,0.7109638520350798,4.54,1,"(0.7, 0.75]","(4.5, 5.0]",10
245,3171,13,Mortgage Choice,Online,2020-12-03,447325.0,505599.0,0.8847426517853081,5.07,1,"(0.85, 0.9]","(5.0, 5.5]",12
246,9875,186,Loan Market,Broker,2018-10-31,208471.0,296670.0,0.7027033404119055,4.41,1,"(0.7, 0.75]","(4.0, 4.5]",10
247,2256,474,Smartline,Broker,2022-09-01,790463.0,1191138.0,0.6636200003693946,4.78,1,"(0.65, 0.7]","(4.5, 5.0]",9
248,1155,434,Lendi,Broker,2019-08-27,229260.0,355985.0,0.6440158995463292,4.73,1,"(0.6, 0.65]","(4.5, 5.0]",8
249,4500,267,Loan Market,Broker,2021-09-01,122009.0,150555.0,0.8103948723058019,4.94,1,"(0.8, 0.85]","(4.5, 5.0]",9
250,6296,269,Aussie,Online,2020-03-26,209107.0,343530.0,0.6087008412656828,3.78,1,"(0.6, 0.65]","(3.5, 4.0]",3
251,6198,97,Loan Market,Online,2023-07-06,802757.0,940269.0,0.8537524899789316,5.16,1,"(0.85, 0.9]","(5.0, 5.5]",7
252,9889,434,Lendi,Broker,2019-11-12,329178.0,476196.0,0.6912657813169367,4.63,1,"(0.65, 0.7]","(4.5, 5.0]",11
253,1649,357,Lendi,Online,2021-02-04,177532.0,249714.0,0.7109413168664953,4.7,1,"(0.7, 0.75]","(4.5, 5.0]",2
254,5540,294,Aussie,Online,2020-07-11,204900.0,243769.0,0.8405498648310491,3.31,1,"(0.8, 0.85]","(3.0, 3.5]",7
255,9638,1,Aussie,Broker,2021-12-04,441145.0,522527.0,0.8442530242456371,4.06,1,"(0.8, 0.85]","(4.0, 4.5]",12
256,4200,295,Lendi,Broker,2018-12-25,364113.0,505710.0,0.720003559352198,4.88,1,"(0.7, 0.75]","(4.5, 5.0]",12
257,8446,27,Lendi,Online,2020-03-05,200725.0,261993.0,0.7661464237594134,5.44,1,"(0.75, 0.8]","(5.0, 5.5]",3
258,2558,36,Mortgage Choice,Broker,2017-09-09,288355.0,358756.0,0.8037635607488097,4.41,1,"(0.8, 0.85]","(4.0, 4.5]",9
259,5593,160,Mortgage Choice,Broker,2017-07-24,450690.0,558765.0,0.8065823736275536,4.72,0,"(0.8, 0.85]","(4.5, 5.0]",7
260,99,425,Lendi,Online,2022-02-23,235171.0,309347.0,0.7602174903910496,3.59,1,"(0.75, 0.8]","(3.5, 4.0]",2
261,2201,399,Mortgage Choice,Online,2024-11-19,478886.0,561261.0,0.8532322751803528,4.72,1,"(0.85, 0.9]","(4.5, 5.0]",11
262,2962,31,Loan Market,Online,2019-03-02,522754.0,613250.0,0.8524321239298818,4.79,1,"(0.85, 0.9]","(4.5, 5.0]",3
263,4974,127,Mortgage Choice,Online,2019-12-21,250886.0,293557.0,0.8546415176609653,4.62,1,"(0.85, 0.9]","(4.5, 5.0]",12
264,4434,262,Smartline,Online,2018-04-10,532393.0,782395.0,0.6804657493976828,5.04,1,"(0.65, 0.7]","(5.0, 5.5]",4
265,2870,345,Aussie,Broker,2022-01-16,156636.0,231343.0,0.6770725718954107,4.59,0,"(0.65, 0.7]","(4.5, 5.0]",1
266,957,497,Loan Market,Broker,2020-08-18,63803.0,99390.0,0.6419458698058155,4.18,1,"(0.6, 0.65]","(4.0, 4.5]",8
267,8353,436,Mortgage Choice,Broker,2021-02-04,267785.0,315814.0,0.8479199782150253,5.06,1,"(0.8, 0.85]","(5.0, 5.5]",2
268,5700,210,Lendi,Online,2018-01-29,215327.0,348314.0,0.6181979478286833,4.79,1,"(0.6, 0.65]","(4.5, 5.0]",1
269,6945,150,Aussie,Online,2021-06-19,293092.0,457534.0,0.6405906446296887,3.93,1,"(0.6, 0.65]","(3.5, 4.0]",6
270,4494,31,Loan Market,Broker,2022-07-22,453000.0,516026.0,0.8778627433501413,4.55,1,"(0.85, 0.9]","(4.5, 5.0]",7
271,9493,100,Lendi,Broker,2024-05-31,316557.0,496534.0,0.6375333813998638,3.73,1,"(0.6, 0.65]","(3.5, 4.0]",5
272,4912,329,Aussie,Broker,2019-07-01,157654.0,247733.0,0.6363867550952033,4.3,1,"(0.6, 0.65]","(4.0, 4.5]",7
273,3988,302,Loan Market,Online,2020-07-06,255305.0,292535.0,0.8727331772266567,5.02,1,"(0.85, 0.9]","(5.0, 5.5]",7
274,9720,451,Mortgage Choice,Broker,2024-01-22,321720.0,464221.0,0.6930319826117302,4.16,1,"(0.65, 0.7]","(4.0, 4.5]",1
275,6016,353,Loan Market,Broker,2020-04-25,514842.0,595588.0,0.8644264155758679,5.4,1,"(0.85, 0.9]","(5.0, 5.5]",4
276,1219,219,Loan Market,Online,2020-05-20,308894.0,433051.0,0.7132970481536817,4.9,1,"(0.7, 0.75]","(4.5, 5.0]",5
277,4497,253,Mortgage Choice,Broker,2019-11-25,347080.0,487409.0,0.712091898179968,4.19,0,"(0.7, 0.75]","(4.0, 4.5]",11
278,4736,171,Loan Market,Broker,2020-03-16,102260.0,159643.0,0.6405542366405041,3.99,0,"(0.6, 0.65]","(3.5, 4.0]",3
279,4556,257,Smartline,Online,2020-06-26,120708.0,137860.0,0.8755839257217467,4.35,1,"(0.85, 0.9]","(4.0, 4.5]",6
280,9147,428,Smartline,Broker,2017-02-26,1012570.0,1222163.0,0.8285065085426412,4.63,0,"(0.8, 0.85]","(4.5, 5.0]",2
281,8051,57,Lendi,Broker,2022-03-08,200057.0,299624.0,0.667693509198195,5.06,1,"(0.65, 0.7]","(5.0, 5.5]",3
282,3447,9,Loan Market,Online,2024-01-14,210253.0,256926.0,0.8183406895370652,4.43,1,"(0.8, 0.85]","(4.0, 4.5]",1
283,1046,5,Lendi,Online,2021-10-15,194007.0,307407.0,0.6311079448418546,4.6,1,"(0.6, 0.65]","(4.5, 5.0]",10
284,6894,335,Lendi,Online,2017-12-27,180433.0,238307.0,0.7571451950635105,4.67,1,"(0.75, 0.8]","(4.5, 5.0]",12
285,1694,114,Mortgage Choice,Online,2023-04-01,222795.0,329442.0,0.6762798914528202,3.77,1,"(0.65, 0.7]","(3.5, 4.0]",4
286,3437,265,Mortgage Choice,Broker,2022-05-03,265122.0,310021.0,0.8551743269004358,5.21,1,"(0.85, 0.9]","(5.0, 5.5]",5
287,8755,173,Loan Market,Broker,2017-08-11,198788.0,263876.0,0.7533386893844078,4.44,1,"(0.75, 0.8]","(4.0, 4.5]",8
288,5896,220,Mortgage Choice,Broker,2021-06-28,624651.0,712776.0,0.8763636822788646,4.68,1,"(0.85, 0.9]","(4.5, 5.0]",6
289,3355,205,Loan Market,Broker,2017-11-23,146462.0,188850.0,0.7755467302091608,4.69,1,"(0.75, 0.8]","(4.5, 5.0]",11
290,226,24,Aussie,Online,2020-01-27,145961.0,194305.0,0.7511952857620751,4.53,1,"(0.75, 0.8]","(4.5, 5.0]",1
291,4894,493,Aussie,Broker,2020-06-03,113851.0,140873.0,0.8081818375416155,5.16,1,"(0.8, 0.85]","(5.0, 5.5]",6
292,7023,458,Aussie,Online,2021-10-24,195007.0,233488.0,0.8351906736106353,4.58,1,"(0.8, 0.85]","(4.5, 5.0]",10
293,9152,170,Loan Market,Online,2019-04-16,160137.0,264874.0,0.6045780257782946,4.41,1,"(0.6, 0.65]","(4.0, 4.5]",4
294,5601,406,Smartline,Broker,2023-12-12,302635.0,399949.0,0.7566839772070939,4.86,1,"(0.75, 0.8]","(4.5, 5.0]",12
295,7997,103,Aussie,Broker,2023-12-01,231175.0,277616.0,0.8327149732003919,4.38,0,"(0.8, 0.85]","(4.0, 4.5]",12
296,9008,60,Aussie,Broker,2019-09-12,73639.0,101958.0,0.7222483767825968,4.6,1,"(0.7, 0.75]","(4.5, 5.0]",9
297,7684,86,Aussie,Broker,2020-09-19,120404.0,196246.0,0.6135360720728066,3.97,1,"(0.6, 0.65]","(3.5, 4.0]",9
298,4643,255,Lendi,Broker,2019-03-03,171517.0,283374.0,0.6052672439955677,4.51,1,"(0.6, 0.65]","(4.5, 5.0]",3
299,7680,165,Lendi,Broker,2022-03-02,183507.0,218941.0,0.8381573117871938,3.86,1,"(0.8, 0.85]","(3.5, 4.0]",3
300,8209,372,Lendi,Online,2024-01-04,312355.0,473680.0,0.6594219726397568,4.97,1,"(0.65, 0.7]","(4.5, 5.0]",1
301,7340,167,Aussie,Broker,2018-01-17,202860.0,310909.0,0.6524738749923611,4.23,1,"(0.65, 0.7]","(4.0, 4.5]",1
302,9436,84,Lendi,Online,2020-12-17,366400.0,533435.0,0.686869065584373,4.57,1,"(0.65, 0.7]","(4.5, 5.0]",12
303,2206,458,Aussie,Online,2020-10-03,57293.0,90848.0,0.6306467946460022,4.48,1,"(0.6, 0.65]","(4.0, 4.5]",10
304,1070,202,Lendi,Online,2022-02-18,333608.0,541583.0,0.6159868385824518,4.15,1,"(0.6, 0.65]","(4.0, 4.5]",2
305,3445,90,Aussie,Online,2023-11-05,295128.0,342504.0,0.8616775278536893,4.63,1,"(0.85, 0.9]","(4.5, 5.0]",11
306,1061,89,Smartline,Broker,2022-07-02,664291.0,961577.0,0.6908349513351505,4.59,1,"(0.65, 0.7]","(4.5, 5.0]",7
307,2328,437,Lendi,Online,2020-02-17,347208.0,448174.0,0.7747169626082727,5.2,1,"(0.75, 0.8]","(5.0, 5.5]",2
308,3421,120,Loan Market,Online,2017-08-02,446510.0,520808.0,0.8573409010614276,5.07,0,"(0.85, 0.9]","(5.0, 5.5]",8
309,302,156,Lendi,Broker,2018-07-19,317474.0,355419.0,0.893238684482259,4.8,1,"(0.85, 0.9]","(4.5, 5.0]",7
310,607,461,Lendi,Broker,2019-01-02,282415.0,350153.0,0.806547423554846,5.29,1,"(0.8, 0.85]","(5.0, 5.5]",1
311,3171,399,Mortgage Choice,Broker,2018-03-15,313065.0,353726.0,0.8850494450506889,5.62,1,"(0.85, 0.9]","(5.5, 6.5]",3
312,700,188,Loan Market,Broker,2024-09-03,229058.0,315048.0,0.7270574642594144,4.49,1,"(0.7, 0.75]","(4.0, 4.5]",9
313,5089,188,Loan Market,Online,2021-05-08,286874.0,342797.0,0.8368626329868698,4.95,1,"(0.8, 0.85]","(4.5, 5.0]",5
314,9332,262,Smartline,Online,2018-09-21,223273.0,253351.0,0.8812793318360693,5.08,0,"(0.85, 0.9]","(5.0, 5.5]",9
315,191,52,Mortgage Choice,Broker,2019-06-22,175342.0,284670.0,0.6159482910036183,4.98,1,"(0.6, 0.65]","(4.5, 5.0]",6
316,981,140,Smartline,Broker,2021-01-10,115932.0,166753.0,0.6952318698913963,4.8,1,"(0.65, 0.7]","(4.5, 5.0]",1
317,2976,19,Aussie,Online,2018-01-30,207012.0,251816.0,0.8220764367633511,5.18,1,"(0.8, 0.85]","(5.0, 5.5]",1
318,6103,480,Loan Market,Broker,2017-09-04,266514.0,383705.0,0.69458047197717,5.27,0,"(0.65, 0.7]","(5.0, 5.5]",9
319,1185,75,Mortgage Choice,Broker,2023-04-15,194463.0,321368.0,0.6051100296233601,4.42,1,"(0.6, 0.65]","(4.0, 4.5]",4
320,3328,230,Loan Market,Online,2021-06-25,351895.0,417874.0,0.8421079081254158,5.11,1,"(0.8, 0.85]","(5.0, 5.5]",6
321,3395,481,Loan Market,Broker,2024-03-31,396124.0,609968.0,0.649417674369803,4.55,1,"(0.6, 0.65]","(4.5, 5.0]",3
322,8320,130,Loan Market,Broker,2024-12-22,371118.0,533016.0,0.6962605250123823,4.5,0,"(0.65, 0.7]","(4.0, 4.5]",12
323,1817,55,Loan Market,Online,2021-01-12,685876.0,785499.0,0.8731723401302867,4.38,1,"(0.85, 0.9]","(4.0, 4.5]",1
324,5855,271,Mortgage Choice,Online,2022-11-02,459416.0,693292.0,0.6626587354246118,4.02,1,"(0.65, 0.7]","(4.0, 4.5]",11
325,6710,448,Mortgage Choice,Broker,2024-09-21,766201.0,882285.0,0.8684280022895097,4.29,1,"(0.85, 0.9]","(4.0, 4.5]",9
326,570,100,Lendi,Broker,2020-05-29,59650.0,82076.0,0.7267654369121302,4.75,1,"(0.7, 0.75]","(4.5, 5.0]",5
327,5443,69,Lendi,Online,2022-09-30,391912.0,447674.0,0.8754406108016101,5.16,1,"(0.85, 0.9]","(5.0, 5.5]",9
328,1896,399,Mortgage Choice,Broker,2024-02-11,898267.0,1040798.0,0.8630560396926205,4.47,1,"(0.85, 0.9]","(4.0, 4.5]",2
329,2734,299,Loan Market,Online,2024-09-19,304852.0,420733.0,0.7245735418899872,4.34,1,"(0.7, 0.75]","(4.0, 4.5]",9
330,3864,458,Aussie,Online,2019-09-08,397967.0,454009.0,0.8765619183760675,4.9,1,"(0.85, 0.9]","(4.5, 5.0]",9
331,7456,17,Aussie,Online,2020-04-25,223289.0,282710.0,0.7898164196526476,5.36,1,"(0.75, 0.8]","(5.0, 5.5]",4
332,4015,354,Lendi,Broker,2021-03-29,95904.0,129131.0,0.7426876582695092,4.5,1,"(0.7, 0.75]","(4.0, 4.5]",3
333,1687,116,Mortgage Choice,Broker,2023-11-18,377371.0,497059.0,0.7592076594529019,5.29,1,"(0.75, 0.8]","(5.0, 5.5]",11
334,3010,152,Lendi,Broker,2018-02-23,116311.0,187904.0,0.6189916127384196,3.14,1,"(0.6, 0.65]","(3.0, 3.5]",2
335,7807,330,Lendi,Broker,2022-11-05,243787.0,289438.0,0.8422771025228201,5.25,0,"(0.8, 0.85]","(5.0, 5.5]",11
336,155,116,Mortgage Choice,Broker,2017-09-16,313858.0,456362.0,0.6877391193832966,3.97,1,"(0.65, 0.7]","(3.5, 4.0]",9
337,1410,30,Lendi,Online,2023-06-17,92919.0,136435.0,0.6810495840510133,4.45,1,"(0.65, 0.7]","(4.0, 4.5]",6
338,785,323,Loan Market,Broker,2023-01-30,301590.0,370222.0,0.8146193365062044,4.43,1,"(0.8, 0.85]","(4.0, 4.5]",1
339,8097,51,Smartline,Broker,2021-02-28,452325.0,635965.0,0.7112419708631764,4.46,1,"(0.7, 0.75]","(4.0, 4.5]",2
340,7561,60,Aussie,Online,2020-06-22,247840.0,328592.0,0.7542484296635341,4.55,1,"(0.75, 0.8]","(4.5, 5.0]",6
341,7344,229,Smartline,Online,2019-07-29,305221.0,420141.0,0.7264727793764474,4.3,0,"(0.7, 0.75]","(4.0, 4.5]",7
342,7207,259,Loan Market,Broker,2023-12-28,456422.0,607437.0,0.7513898560673782,4.63,1,"(0.75, 0.8]","(4.5, 5.0]",12
343,5597,360,Loan Market,Online,2023-07-05,393495.0,590256.0,0.6666514190452956,4.53,1,"(0.65, 0.7]","(4.5, 5.0]",7
344,5802,5,Lendi,Online,2017-07-15,220806.0,255125.0,0.8654816266536012,4.44,1,"(0.85, 0.9]","(4.0, 4.5]",7
345,2807,28,Loan Market,Broker,2017-03-03,452511.0,577881.0,0.7830522200937563,4.32,1,"(0.75, 0.8]","(4.0, 4.5]",3
346,538,254,Aussie,Broker,2018-07-16,211618.0,315795.0,0.6701119397077218,5.03,1,"(0.65, 0.7]","(5.0, 5.5]",7
347,5987,364,Loan Market,Online,2024-12-01,207785.0,331152.0,0.6274611054742233,4.35,0,"(0.6, 0.65]","(4.0, 4.5]",12
348,1842,462,Loan Market,Broker,2017-02-09,205574.0,270265.0,0.7606386324533329,4.7,1,"(0.75, 0.8]","(4.5, 5.0]",2
349,8717,231,Mortgage Choice,Broker,2021-11-03,318961.0,430775.0,0.7404352620277407,4.29,1,"(0.7, 0.75]","(4.0, 4.5]",11
350,6972,395,Aussie,Broker,2024-08-07,391279.0,444763.0,0.8797471912007069,4.99,1,"(0.85, 0.9]","(4.5, 5.0]",8
351,5626,456,Aussie,Broker,2022-07-31,274068.0,409539.0,0.6692109908946401,4.24,1,"(0.65, 0.7]","(4.0, 4.5]",7
352,2951,357,Lendi,Broker,2023-11-10,123037.0,142325.0,0.8644791849639909,5.13,0,"(0.85, 0.9]","(5.0, 5.5]",11
353,7993,200,Mortgage Choice,Broker,2022-02-19,662685.0,798465.0,0.8299487140951701,4.63,1,"(0.8, 0.85]","(4.5, 5.0]",2
354,4781,332,Mortgage Choice,Broker,2019-02-27,425323.0,572478.0,0.7429508208175686,4.53,1,"(0.7, 0.75]","(4.5, 5.0]",2
355,2369,271,Mortgage Choice,Online,2022-02-20,313522.0,363659.0,0.8621318322934397,5.71,1,"(0.85, 0.9]","(5.5, 6.5]",2
356,6656,339,Aussie,Online,2017-01-02,274661.0,319907.0,0.8585651454954096,5.09,0,"(0.85, 0.9]","(5.0, 5.5]",1
357,8174,304,Loan Market,Broker,2021-02-01,216003.0,265254.0,0.8143251374154584,4.71,1,"(0.8, 0.85]","(4.5, 5.0]",2
358,4496,383,Loan Market,Online,2020-02-04,512938.0,813587.0,0.6304648427273297,4.4,1,"(0.6, 0.65]","(4.0, 4.5]",2
359,9164,46,Loan Market,Online,2023-03-14,126723.0,195543.0,0.6480569491109373,4.89,0,"(0.6, 0.65]","(4.5, 5.0]",3
360,6003,28,Loan Market,Online,2019-02-16,372298.0,478852.0,0.777480307067737,4.27,1,"(0.75, 0.8]","(4.0, 4.5]",2
361,6615,7,Lendi,Broker,2024-06-19,246534.0,365981.0,0.673625133545184,4.47,1,"(0.65, 0.7]","(4.0, 4.5]",6
362,9359,232,Loan Market,Broker,2021-11-18,79472.0,103838.0,0.7653460197615517,4.69,1,"(0.75, 0.8]","(4.5, 5.0]",11
363,5920,199,Smartline,Online,2018-02-18,218724.0,284709.0,0.768237042032391,4.76,1,"(0.75, 0.8]","(4.5, 5.0]",2
364,854,94,Loan Market,Broker,2017-07-29,305934.0,394180.0,0.776127657415394,4.48,1,"(0.75, 0.8]","(4.0, 4.5]",7
365,4147,82,Loan Market,Online,2022-05-18,232676.0,301803.0,0.7709532377080414,4.6,1,"(0.75, 0.8]","(4.5, 5.0]",5
366,3770,88,Loan Market,Broker,2022-09-22,366978.0,514135.0,0.7137775097980102,3.81,1,"(0.7, 0.75]","(3.5, 4.0]",9
367,575,390,Mortgage Choice,Broker,2022-12-26,126212.0,190344.0,0.6630731727819107,4.7,1,"(0.65, 0.7]","(4.5, 5.0]",12
368,1149,186,Loan Market,Broker,2021-07-03,141355.0,187086.0,0.7555616133756669,4.33,1,"(0.75, 0.8]","(4.0, 4.5]",7
369,6294,243,Smartline,Online,2021-05-03,517158.0,690880.0,0.7485496757758221,5.4,1,"(0.7, 0.75]","(5.0, 5.5]",5
370,6458,68,Mortgage Choice,Broker,2024-05-09,139155.0,203873.0,0.6825572783056119,4.51,1,"(0.65, 0.7]","(4.5, 5.0]",5
371,7510,311,Aussie,Online,2023-11-22,159557.0,259292.0,0.6153564321305709,3.94,1,"(0.6, 0.65]","(3.5, 4.0]",11
372,9908,451,Mortgage Choice,Broker,2018-12-27,95801.0,144787.0,0.6616685199638089,3.85,1,"(0.65, 0.7]","(3.5, 4.0]",12
373,4778,433,Loan Market,Broker,2020-11-13,513286.0,670756.0,0.7652350482142538,4.57,1,"(0.75, 0.8]","(4.5, 5.0]",11
374,3855,374,Loan Market,Broker,2020-05-06,283838.0,373135.0,0.7606844707679526,4.85,1,"(0.75, 0.8]","(4.5, 5.0]",5
375,2492,435,Lendi,Online,2023-02-28,149712.0,233892.0,0.6400902980862962,4.59,1,"(0.6, 0.65]","(4.5, 5.0]",2
376,3125,187,Mortgage Choice,Broker,2023-02-18,858823.0,1098498.0,0.7818157156408113,4.34,1,"(0.75, 0.8]","(4.0, 4.5]",2
377,5692,239,Loan Market,Online,2017-04-17,286088.0,393630.0,0.7267941975967279,5.89,1,"(0.7, 0.75]","(5.5, 6.5]",4
378,3052,390,Mortgage Choice,Online,2017-11-23,265130.0,333035.0,0.7961025117480145,5.14,1,"(0.75, 0.8]","(5.0, 5.5]",11
